id,uni_cofactor,uni_seq_len,pdbid,chid,basid,all_pdb_ligands,pdb_cofactors,n_pdb_cofactors,pdb_ligand_or_drugs,n_pdb_ligand_or_drugs,resrange,modeled_len,n_mut,n_missing_fsite,coverage,resolution,r_free,active_site,binding_site,dna_binding,zinc_finger,missing_pdb_resID,missing_uniprot_resID
P19793,[],462,3DZY,3DZY.A,['1'],"['9CR', 'BRL', 'ZN']",set(),0,"{'9CR', 'ZN', 'BRL'}",3,11-462,305,0,0,0.6601731601731602,3.1,0.268,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 136), (247, 268), (461, 467)]","[[(11, 131)], [(242, 263)], [(456, 462)]]"
P19793,[],462,3E00,3E00.A,['1'],"['ZN', '9CR', 'GW9']",set(),0,"{'GW9', 'ZN', '9CR'}",3,11-462,293,0,0,0.6341991341991342,3.1,0.276,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 136), (217, 230), (249, 269), (461, 467)]","[[(11, 131)], [(212, 225)], [(244, 264)], [(456, 462)]]"
P19793,[],462,3DZU,3DZU.A,['1'],"['ZN', 'PLB', '9CR']",set(),0,"{'ZN', '9CR', 'PLB'}",3,11-462,293,0,0,0.6341991341991342,3.2,0.272,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 136), (217, 230), (247, 267), (461, 467)]","[[(11, 131)], [(212, 225)], [(242, 262)], [(456, 462)]]"
P19793,[],462,6HN6,6HN6.A,['1'],['CPS'],set(),0,{'CPS'},1,201-462,239,0,0,0.5173160173160173,2.71,0.231,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 44)]","[[(201, 224)]]"
P19793,[],462,1XVP,1XVP.C,"['1', '2', '3', '4', '5']","['F15', 'CID']",set(),0,"{'F15', 'CID'}",2,227-462,236,0,0,0.5108225108225108,2.6,0.234,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']",[],[]
P19793,[],462,1FM9,1FM9.A,['1'],"['9CR', '570']",set(),0,"{'9CR', '570'}",2,225-462,234,0,0,0.5064935064935064,2.1,0.268,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 2), (235, 238)]","[[(225, 226)], [(459, 462)]]"
P19793,[],462,1FM6,1FM6.A,"['1', '2']","['9CR', 'BRL']",set(),0,"{'9CR', 'BRL'}",2,225-462,234,0,0,0.5064935064935064,2.1,0.292,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 2), (235, 238)]","[[(225, 226)], [(459, 462)]]"
P19793,[],462,1FM6,1FM6.C,"['1', '2']","['9CR', 'BRL']",set(),0,"{'9CR', 'BRL'}",2,225-462,234,0,0,0.5064935064935064,2.1,0.292,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 2), (235, 238)]","[[(225, 226)], [(459, 462)]]"
P19793,[],462,1K74,1K74.A,['1'],"['9CR', '544']",set(),0,"{'544', '9CR'}",2,225-462,234,0,0,0.5064935064935064,2.3,0.279,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 2), (235, 238)]","[[(225, 226)], [(459, 462)]]"
P19793,[],462,1XVP,1XVP.A,"['1', '2', '3', '4', '5']","['F15', 'CID']",set(),0,"{'F15', 'CID'}",2,227-462,233,0,0,0.5043290043290043,2.6,0.234,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(233, 236)]","[[(459, 462)]]"
P19793,[],462,1XV9,1XV9.A,"['1', '2']","['F15', 'CI2']",set(),0,"{'CI2', 'F15'}",2,227-462,233,0,0,0.5043290043290043,2.7,0.239,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(233, 236)]","[[(459, 462)]]"
P19793,[],462,1XV9,1XV9.C,"['1', '2']","['F15', 'CI2']",set(),0,"{'CI2', 'F15'}",2,227-462,233,0,0,0.5043290043290043,2.7,0.239,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(233, 236)]","[[(459, 462)]]"
P19793,[],462,1XLS,1XLS.A,"['1', '2', '3', '4', '5', '6', '7']","['9CR', 'TCD']",set(),0,"{'9CR', 'TCD'}",2,227-458,232,0,0,0.5021645021645021,2.96,0.303,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']",[],[]
P19793,[],462,1XLS,1XLS.B,"['1', '2', '3', '4', '5', '6', '7']","['9CR', 'TCD']",set(),0,"{'9CR', 'TCD'}",2,227-458,232,0,0,0.5021645021645021,2.96,0.303,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']",[],[]
P19793,[],462,1XLS,1XLS.C,"['1', '2', '3', '4', '5', '6', '7']","['9CR', 'TCD']",set(),0,"{'9CR', 'TCD'}",2,227-458,232,0,0,0.5021645021645021,2.96,0.303,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']",[],[]
P19793,[],462,1XLS,1XLS.D,"['1', '2', '3', '4', '5', '6', '7']","['9CR', 'TCD']",set(),0,"{'9CR', 'TCD'}",2,227-458,232,0,0,0.5021645021645021,2.96,0.303,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']",[],[]
P19793,[],462,1G5Y,1G5Y.B,['1'],['REA'],set(),0,{'REA'},1,225-462,231,0,0,0.5,2.0,0.2541,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (236, 238)]","[[(225, 230)], [(460, 462)]]"
P19793,[],462,1G5Y,1G5Y.D,['1'],['REA'],set(),0,{'REA'},1,225-462,231,0,0,0.5,2.0,0.2541,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (236, 238)]","[[(225, 230)], [(460, 462)]]"
P19793,[],462,1G1U,1G1U.D,['1'],[],set(),0,set(),0,225-462,231,0,0,0.5,2.5,0.271,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (236, 238)]","[[(225, 230)], [(460, 462)]]"
P19793,[],462,1G1U,1G1U.B,['1'],[],set(),0,set(),0,225-462,231,0,0,0.5,2.5,0.271,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (236, 238)]","[[(225, 230)], [(460, 462)]]"
P19793,[],462,4J5X,4J5X.A,['1'],['SRL'],set(),0,{'SRL'},1,227-462,231,0,0,0.5,2.8,0.2977,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 1), (32, 34), (233, 249), (261, 264)]","[[(227, 227)], [(258, 260)], [(459, 462)], []]"
P19793,[],462,1G5Y,1G5Y.A,['1'],['REA'],set(),0,{'REA'},1,225-462,230,0,0,0.49783549783549785,2.0,0.2541,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (235, 238)]","[[(225, 230)], [(459, 462)]]"
P19793,[],462,1G1U,1G1U.A,['1'],[],set(),0,set(),0,225-462,230,0,0,0.49783549783549785,2.5,0.271,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (235, 238)]","[[(225, 230)], [(459, 462)]]"
P19793,[],462,4J5X,4J5X.B,['1'],['SRL'],set(),0,{'SRL'},1,227-462,230,0,0,0.49783549783549785,2.8,0.2977,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 1), (31, 34), (233, 249), (261, 264)]","[[(227, 227)], [(257, 260)], [(459, 462)], []]"
P19793,[],462,7A77,7A77.A,['1'],"['EDO', 'PLM', 'CL']",set(),0,"{'EDO', 'PLM', 'CL'}",3,223-462,228,0,0,0.4935064935064935,1.5,0.1799,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (33, 41), (239, 242)]","[[(223, 224)], [(253, 261)], [(459, 462)]]"
P19793,[],462,1G5Y,1G5Y.C,['1'],['REA'],set(),0,{'REA'},1,225-462,228,0,0,0.4935064935064935,2.0,0.2541,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (233, 238)]","[[(225, 230)], [(457, 462)]]"
P19793,[],462,5EC9,5EC9.A,['1'],['5LO'],set(),0,{'5LO'},1,229-456,228,0,0,0.4935064935064935,2.3,0.2142,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']",[],[]
P19793,[],462,1G1U,1G1U.C,['1'],[],set(),0,set(),0,225-462,228,0,0,0.4935064935064935,2.5,0.271,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (233, 238)]","[[(225, 230)], [(457, 462)]]"
P19793,[],462,1MZN,1MZN.A,"['1', '2']",['BM6'],set(),0,{'BM6'},1,223-462,227,0,0,0.49134199134199136,1.9,0.232,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (32, 39), (237, 240)]","[[(223, 226)], [(254, 261)], [(459, 462)]]"
P19793,[],462,1MZN,1MZN.E,"['1', '2']",['BM6'],set(),0,{'BM6'},1,223-462,227,0,0,0.49134199134199136,1.9,0.232,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (32, 39), (237, 240)]","[[(223, 226)], [(254, 261)], [(459, 462)]]"
P19793,[],462,7BK4,7BK4.A,['1'],['LG2'],set(),0,{'LG2'},1,223-462,227,0,0,0.49134199134199136,2.8,0.2654,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 7), (37, 43), (239, 244)]","[[(223, 225)], [(255, 261)], [(457, 462)]]"
P19793,[],462,6LB5,6LB5.C,['1'],['E80'],set(),0,{'E80'},1,224-462,223,0,0,0.48268398268398266,2.4,0.2404,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (34, 42), (239, 243)]","[[(224, 228)], [(253, 261)], [(458, 462)]]"
P19793,[],462,6LB4,6LB4.A,['1'],"['E8L', 'EDO']",set(),0,"{'EDO', 'E8L'}",2,224-462,222,0,0,0.4805194805194805,1.5,0.2014,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 7), (26, 29), (34, 43), (240, 243)]","[[(224, 226)], [(245, 248)], [(253, 262)], [(459, 462)]]"
P19793,[],462,3R2A,3R2A.D,['1'],['RHN'],set(),0,{'RHN'},1,223-462,222,0,0,0.4805194805194805,3.0,0.33492,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (26, 41), (240, 240)]","[[(223, 226)], [(248, 263)], [(462, 462)]]"
P19793,[],462,3UVV,3UVV.B,['1'],"['T3', '9CR']",set(),0,"{'9CR', 'T3'}",2,225-462,221,0,0,0.47835497835497837,2.95,0.25,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (27, 40), (239, 244)]","[[(225, 226)], [(247, 260)], [(459, 462)]]"
P19793,[],462,5JI0,5JI0.A,"['1', '2', '3']","['9CR', 'BRL']",set(),0,"{'9CR', 'BRL'}",2,223-462,220,1,0,0.47619047619047616,1.98,0.246,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (32, 41), (226, 228), (236, 242)]","[[(223, 226)], [(252, 261)], [(446, 448)], [(456, 462)]]"
P19793,[],462,3R2A,3R2A.B,['1'],['RHN'],set(),0,{'RHN'},1,223-462,220,0,0,0.47619047619047616,3.0,0.33492,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (22, 39), (240, 240)]","[[(223, 226)], [(244, 261)], [(462, 462)]]"
P19793,[],462,1FBY,1FBY.A,['1'],['9CR'],set(),0,{'9CR'},1,224-462,219,0,0,0.474025974025974,2.25,0.263,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(22, 39), (236, 239)]","[[(245, 262)], [(459, 462)]]"
P19793,[],462,3OZJ,3OZJ.A,['1'],['BGV'],set(),0,{'BGV'},1,225-462,218,0,0,0.47186147186147187,2.1,,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 2), (21, 37), (235, 238)]","[[(225, 226)], [(245, 261)], [(459, 462)]]"
P19793,[],462,3OZJ,3OZJ.C,['1'],['BGV'],set(),0,{'BGV'},1,225-462,218,0,0,0.47186147186147187,2.1,,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 2), (21, 37), (235, 238)]","[[(225, 226)], [(245, 261)], [(459, 462)]]"
P19793,[],462,6JNR,6JNR.B,['1'],['WY5'],set(),0,{'WY5'},1,224-462,218,0,0,0.47186147186147187,2.3,0.238,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (26, 41), (241, 243)]","[[(224, 228)], [(245, 260)], [(460, 462)]]"
P19793,[],462,5Z12,5Z12.G,"['1', '2']","['33Y', '9CR']",set(),0,"{'9CR', '33Y'}",2,228-458,218,0,0,0.47186147186147187,2.75,0.2901,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(21, 34)]","[[(248, 261)]]"
P19793,[],462,3R5M,3R5M.A,['1'],['MLO'],set(),0,{'MLO'},1,223-462,218,0,0,0.47186147186147187,2.8,0.29279,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (23, 39), (237, 240)]","[[(223, 226)], [(245, 261)], [(459, 462)]]"
P19793,[],462,4J5W,4J5W.C,['1'],['MG'],set(),0,{'MG'},1,227-462,218,0,0,0.47186147186147187,2.8,0.2981,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(20, 34), (232, 250), (261, 264)]","[[(246, 260)], [(458, 462)], []]"
P19793,[],462,4J5W,4J5W.D,['1'],['MG'],set(),0,{'MG'},1,227-462,218,0,0,0.47186147186147187,2.8,0.2981,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(20, 34), (232, 249), (261, 264)]","[[(246, 260)], [(458, 462)], []]"
P19793,[],462,2ZY0,2ZY0.A,['1'],['21P'],set(),0,{'21P'},1,223-462,218,0,0,0.47186147186147187,2.9,0.289,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (23, 39), (237, 240)]","[[(223, 226)], [(245, 261)], [(459, 462)]]"
P19793,[],462,2ZY0,2ZY0.C,['1'],['21P'],set(),0,{'21P'},1,223-462,218,0,0,0.47186147186147187,2.9,0.289,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 4), (23, 39), (237, 240)]","[[(223, 226)], [(245, 261)], [(459, 462)]]"
P19793,[],462,8PP0,8PP0.A,['1'],['7QJ'],set(),0,{'7QJ'},1,223-462,217,0,0,0.4696969696969697,1.9,0.2226,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 7), (25, 41), (239, 242)]","[[(223, 227)], [(245, 261)], [(459, 462)]]"
P19793,[],462,1MV9,1MV9.A,['1'],['HXA'],set(),0,{'HXA'},1,223-462,217,0,0,0.4696969696969697,1.9,0.249,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 40), (239, 240)]","[[(223, 228)], [(245, 262)], [(461, 462)]]"
P19793,[],462,6JNR,6JNR.A,['1'],['WY5'],set(),0,{'WY5'},1,224-462,217,0,0,0.4696969696969697,2.3,0.238,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (26, 42), (241, 243)]","[[(224, 228)], [(245, 261)], [(460, 462)]]"
P19793,[],462,2ACL,2ACL.C,"['1', '2', '3', '4', '5', '6']","['REA', 'L05']",set(),0,"{'REA', 'L05'}",2,225-462,217,0,0,0.4696969696969697,2.8,0.28,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(20, 38), (235, 238)]","[[(244, 262)], [(459, 462)]]"
P19793,[],462,4ZSH,4ZSH.A,['1'],['4XW'],set(),0,{'4XW'},1,223-462,216,0,0,0.4675324675324675,1.8,0.218,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 6), (23, 39), (237, 240)]","[[(223, 228)], [(245, 261)], [(459, 462)]]"
P19793,[],462,6STI,6STI.A,['1'],"['754', 'ACT']",set(),0,"{'754', 'ACT'}",2,223-462,216,0,0,0.4675324675324675,1.89,0.1718,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 10), (26, 44), (243, 244)]","[[(223, 228)], [(244, 262)], [(461, 462)]]"
P19793,[],462,4RMD,4RMD.A,['1'],['3SW'],set(),0,{'3SW'},1,228-462,216,0,0,0.4675324675324675,1.9,0.239,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34), (232, 235)]","[[(245, 261)], [(459, 462)]]"
P19793,[],462,5MK4,5MK4.C,['1'],"['I5W', 'CL']",set(),0,"{'CL', 'I5W'}",2,229-457,216,0,0,0.4675324675324675,2.0,0.2287,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(17, 30)]","[[(245, 258)]]"
P19793,[],462,4RME,4RME.A,['1'],['3T2'],set(),0,{'3T2'},1,228-462,216,0,0,0.4675324675324675,2.3,0.273,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(18, 34), (232, 235)]","[[(245, 261)], [(459, 462)]]"
P19793,[],462,7NKE,7NKE.A,['1'],"['UGW', 'FMT']",set(),0,"{'FMT', 'UGW'}",2,223-462,216,0,0,0.4675324675324675,2.35,0.24576,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (27, 43), (240, 244)]","[[(223, 227)], [(245, 261)], [(458, 462)]]"
P19793,[],462,7NKE,7NKE.C,['1'],"['UGW', 'FMT']",set(),0,"{'FMT', 'UGW'}",2,223-462,216,0,0,0.4675324675324675,2.35,0.24576,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (27, 43), (240, 244)]","[[(223, 227)], [(245, 261)], [(458, 462)]]"
P19793,[],462,4OC7,4OC7.A,['1'],['2QO'],set(),0,{'2QO'},1,223-462,216,0,0,0.4675324675324675,2.5,0.2424,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 20), (37, 53), (251, 254)]","[[(223, 228)], [(245, 261)], [(459, 462)]]"
P19793,[],462,5TBP,5TBP.B,"['1', '2', '3']","['7A4', 'ACT', 'DMS', 'GOL']",set(),0,"{'DMS', '7A4', 'GOL', 'ACT'}",4,223-462,216,0,0,0.4675324675324675,2.6,0.242,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 8), (24, 42), (241, 244)]","[[(223, 226)], [(242, 260)], [(459, 462)]]"
P19793,[],462,5TBP,5TBP.C,"['1', '2', '3']","['7A4', 'ACT', 'DMS', 'GOL']",set(),0,"{'DMS', '7A4', 'GOL', 'ACT'}",4,223-462,216,0,0,0.4675324675324675,2.6,0.242,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 9), (25, 42), (241, 244)]","[[(223, 227)], [(243, 260)], [(459, 462)]]"
P19793,[],462,2ACL,2ACL.E,"['1', '2', '3', '4', '5', '6']","['REA', 'L05']",set(),0,"{'REA', 'L05'}",2,225-462,216,0,0,0.4675324675324675,2.8,0.28,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(20, 38), (234, 238)]","[[(244, 262)], [(458, 462)]]"
P19793,[],462,2ACL,2ACL.A,"['1', '2', '3', '4', '5', '6']","['REA', 'L05']",set(),0,"{'REA', 'L05'}",2,225-462,216,0,0,0.4675324675324675,2.8,0.28,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(20, 38), (234, 238)]","[[(244, 262)], [(458, 462)]]"
P19793,[],462,2ACL,2ACL.G,"['1', '2', '3', '4', '5', '6']","['REA', 'L05']",set(),0,"{'REA', 'L05'}",2,225-462,216,0,0,0.4675324675324675,2.8,0.28,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(20, 38), (234, 238)]","[[(244, 262)], [(458, 462)]]"
P19793,[],462,3R5M,3R5M.C,['1'],['MLO'],set(),0,{'MLO'},1,223-462,216,0,0,0.4675324675324675,2.8,0.29279,[],"['135', '138', '152', '155', '171', '177', '187', '190', '316', '316', '327', '327']",['135-200'],"['135-155', '171-195']","[(1, 5), (22, 39), (237, 240)]","[[(223, 227)], [(244, 261)], [(459, 462)]]"
