id,uni_cofactor,uni_seq_len,pdbid,chid,basid,all_pdb_ligands,pdb_cofactors,n_pdb_cofactors,pdb_ligand_or_drugs,n_pdb_ligand_or_drugs,resrange,modeled_len,n_mut,n_missing_fsite,coverage,resolution,r_free,active_site,binding_site,dna_binding,zinc_finger,missing_pdb_resID,missing_uniprot_resID
P05106,[],788,6NAJ,6NAJ.B,['1'],"['NAG', 'MN']",set(),0,"{'NAG', 'MN'}",2,27-716,690,0,0,0.8756345177664975,3.1,0.2677,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,6AVQ,6AVQ.B,['1'],[],set(),0,set(),0,27-718,689,0,0,0.8743654822335025,35.0,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(689, 692)]","[[(715, 718)]]"
P05106,[],788,4O02,4O02.B,['1'],"['NAG', 'MN', 'NO3']",set(),0,"{'NAG', 'MN', 'NO3'}",3,27-718,688,0,0,0.8730964467005076,3.6,0.3118,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(688, 692)]","[[(714, 718)]]"
P05106,[],788,6MK0,6MK0.B,['1'],"['NAG', 'MN', 'JUY']",set(),0,"{'JUY', 'NAG', 'MN'}",3,30-716,687,0,0,0.8718274111675127,3.0,0.2528,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,4G1E,4G1E.B,"['1', '2', '3']","['CA', 'NAG', 'SO4', 'CL', 'NI']",set(),0,"{'SO4', 'CA', 'NI', 'NAG', 'CL'}",5,27-717,687,0,0,0.8718274111675127,3.0,0.2608,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(34, 35), (479, 482), (692, 705), (730, 738)]","[[(60, 61)], [(505, 508)], [], []]"
P05106,[],788,8XEI,8XEI.B,['1'],[],set(),0,set(),0,1-788,686,0,0,0.8705583756345178,2.9,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 28), (713, 788)]","[[(1, 28)], [(713, 788)]]"
P05106,[],788,6AVR,6AVR.B,['1'],[],set(),0,set(),0,27-718,686,0,0,0.8705583756345178,35.0,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(686, 692)]","[[(712, 718)]]"
P05106,[],788,3FCS,3FCS.B,"['1', '2']","['CA', 'NAG', 'IMD', 'MG']",set(),0,"{'CA', 'NAG', 'IMD', 'MG'}",4,27-716,682,1,0,0.8654822335025381,2.55,0.26802,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(75, 78), (477, 482)]","[[(101, 104)], [(503, 508)]]"
P05106,[],788,4CAK,4CAK.B,['1'],['NAG'],set(),0,{'NAG'},1,27-716,682,0,0,0.8654822335025381,20.5,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(75, 78), (477, 482)]","[[(101, 104)], [(503, 508)]]"
P05106,[],788,8GCE,8GCE.B,['1'],"['CA', 'NAG', 'MG']",set(),0,"{'CA', 'NAG', 'MG'}",3,1-788,680,0,0,0.8629441624365483,3.12,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 26), (101, 104), (503, 508), (713, 788)]","[[(1, 26)], [(101, 104)], [(503, 508)], [(713, 788)]]"
P05106,[],788,3FCS,3FCS.D,"['1', '2']","['CA', 'NAG', 'IMD', 'MG']",set(),0,"{'CA', 'NAG', 'IMD', 'MG'}",4,27-716,606,1,0,0.7690355329949239,2.55,0.26802,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(76, 78), (477, 482), (613, 690)]","[[(102, 104)], [(503, 508)], [(639, 716)]]"
P05106,[],788,8XEZ,8XEZ.B,['1'],[],set(),0,set(),0,1-788,603,0,0,0.7652284263959391,3.15,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 26), (628, 788)]","[[(1, 26)], [(628, 788)]]"
P05106,[],788,1U8C,1U8C.B,['1'],"['NAG', 'CA']",set(),0,"{'CA', 'NAG'}",2,27-718,602,0,0,0.7639593908629442,3.1,0.3666,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(51, 53), (435, 522), (691, 692)]","[[(77, 79)], [(461, 548)], [(717, 718)]]"
P05106,[],788,8XEN,8XEN.B,['1'],[],set(),0,set(),0,1-788,597,0,0,0.7576142131979695,3.2,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 28), (482, 485), (506, 506), (627, 788)]","[[(1, 28)], [(482, 485)], [(506, 506)], [(627, 788)]]"
P05106,[],788,1JV2,1JV2.B,['1'],"['NAG', 'CA']",set(),0,"{'CA', 'NAG'}",2,27-718,542,0,0,0.6878172588832487,3.1,0.335,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 54), (435, 531), (691, 692)]","[[(27, 80)], [(461, 557)], [(717, 718)]]"
P05106,[],788,1L5G,1L5G.B,['1'],"['NAG', 'MN']",set(),0,"{'NAG', 'MN'}",2,27-718,542,0,0,0.6878172588832487,3.2,0.328,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 54), (435, 531), (691, 692)]","[[(27, 80)], [(461, 557)], [(717, 718)]]"
P05106,[],788,1M1X,1M1X.B,['1'],"['NAG', 'MN']",set(),0,"{'NAG', 'MN'}",2,27-718,542,0,0,0.6878172588832487,3.3,0.323,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 54), (435, 531), (691, 692)]","[[(27, 80)], [(461, 557)], [(717, 718)]]"
P05106,[],788,9AXL,9AXL.B,['1'],"['CA', 'MG']",set(),0,"{'CA', 'MG'}",2,1-788,526,0,0,0.6675126903553299,3.3,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 26), (551, 788)]","[[(1, 26)], [(551, 788)]]"
P05106,[],788,8XEK,8XEK.B,['1'],[],set(),0,set(),0,1-788,483,0,0,0.6129441624365483,2.9,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 26), (508, 788)]","[[(1, 26)], [(508, 788)]]"
P05106,[],788,8XER,8XER.B,['1'],['A1LU4'],set(),0,{'A1LU4'},1,1-788,483,0,0,0.6129441624365483,3.0,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 26), (508, 788)]","[[(1, 26)], [(508, 788)]]"
P05106,[],788,8XF6,8XF6.B,['1'],['A1LU4'],set(),0,{'A1LU4'},1,1-788,483,0,0,0.6129441624365483,3.1,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 26), (393, 393), (508, 788)]","[[(1, 26)], [(393, 393)], [(508, 788)]]"
P05106,[],788,8XEL,8XEL.B,['1'],[],set(),0,set(),0,1-788,481,0,0,0.6104060913705583,2.8,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 28), (508, 788)]","[[(1, 28)], [(508, 788)]]"
P05106,[],788,8XFG,8XFG.B,['1'],['A1LU7'],set(),0,{'A1LU7'},1,1-788,480,0,0,0.6091370558375635,2.8,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 26), (110, 111), (378, 379), (467, 468), (508, 788)]","[[(1, 26)], [(110, 111)], [(378, 379)], [(467, 468)], [(508, 788)]]"
P05106,[],788,9DER,9DER.B,['1'],"['CA', 'MG', 'AGG']",set(),0,"{'CA', 'AGG', 'MG'}",3,27-788,479,0,0,0.6078680203045685,3.9,,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(73, 76), (482, 762)]","[[(99, 102)], [(508, 788)]]"
P05106,[],788,7UDH,7UDH.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'MWO', 'MAN', 'CL']",set(),0,"{'MAN', 'MN', 'SO4', 'CA', 'NAG', 'CL', 'MWO'}",7,27-498,472,0,0,0.5989847715736041,2.0,0.213531650742,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UBR,7UBR.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'MJX', 'CL']",set(),0,"{'MN', 'SO4', 'MJX', 'CA', 'NAG', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.05,0.222582691592,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,3T3P,3T3P.D,"['1', '2']","['SO4', 'GOL', 'CA', 'CL', 'MG', 'NAG']",set(),0,"{'SO4', 'GOL', 'CA', 'NAG', 'MG', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.2,0.2197,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UCY,7UCY.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'MV8', 'CL']",set(),0,"{'MN', 'SO4', 'MV8', 'CA', 'NAG', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.35,0.23081459087,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7L8P,7L8P.D,"['1', '2']","['SO4', 'GOL', 'CA', 'MG', 'NAG', 'XQS', 'CL']",set(),0,"{'SO4', 'XQS', 'GOL', 'CA', 'NAG', 'MG', 'CL'}",7,27-498,472,0,0,0.5989847715736041,2.35,0.245107862732,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UKT,7UKT.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'NJF', 'CL']",set(),0,"{'MN', 'SO4', 'NJF', 'CA', 'NAG', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.37,0.218121107899,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UJK,7UJK.D,"['1', '2']","['SO4', 'GOL', 'CA', 'CL', 'MG', 'NAG', 'NB9']",set(),0,"{'SO4', 'GOL', 'CA', 'NAG', 'MG', 'NB9', 'CL'}",7,27-498,472,0,0,0.5989847715736041,2.43,0.24744059169,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7TCT,7TCT.D,"['1', '2']","['CA', 'SO4', 'MG', 'NAG', 'I1F', 'CL']",set(),0,"{'SO4', 'MG', 'CA', 'I1F', 'NAG', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.5,0.2271,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,3T3M,3T3M.D,"['1', '2']","['CA', 'RC2', 'SO4', 'NAG', 'CL']",set(),0,"{'SO4', 'CA', 'NAG', 'RC2', 'CL'}",5,27-498,472,0,0,0.5989847715736041,2.6,0.2216,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UKO,7UKO.D,"['1', '2']","['SO4', 'CA', 'GOL', 'MN', 'NAG', 'XQS', 'CL']",set(),0,"{'MN', 'SO4', 'XQS', 'GOL', 'CA', 'NAG', 'CL'}",7,27-498,472,0,0,0.5989847715736041,2.6,0.2388,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UK9,7UK9.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'NB9', 'CL']",set(),0,"{'MN', 'SO4', 'CA', 'NAG', 'NB9', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.6,0.241736490551,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UE0,7UE0.D,"['1', '2']","['SO4', 'GOL', 'CA', 'MG', 'NAG', 'MWX', 'CL']",set(),0,"{'SO4', 'GOL', 'CA', 'NAG', 'MG', 'MWX', 'CL'}",7,27-498,472,0,0,0.5989847715736041,2.74,0.252991046836,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UH8,7UH8.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'N9U', 'CL']",set(),0,"{'N9U', 'MN', 'SO4', 'CA', 'NAG', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.75,0.247762884338,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UDG,7UDG.D,"['1', '2']","['SO4', 'CA', 'MG', 'NAG', 'MWI', 'CL']",set(),0,"{'SO4', 'MG', 'CA', 'NAG', 'CL', 'MWI'}",6,27-498,472,0,0,0.5989847715736041,2.8,0.234941078932,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UKP,7UKP.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'NJ9', 'CL']",set(),0,"{'MN', 'SO4', 'CA', 'NAG', 'NJ9', 'CL'}",6,27-498,472,0,0,0.5989847715736041,2.8,0.24076472953,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7UFH,7UFH.D,"['1', '2']","['SO4', 'GOL', 'CA', 'MN', 'NAG', 'MWX', 'CL']",set(),0,"{'MN', 'SO4', 'GOL', 'CA', 'NAG', 'MWX', 'CL'}",7,27-498,472,0,0,0.5989847715736041,3.0,0.245106875461,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(472, 472)]","[[(498, 498)]]"
P05106,[],788,7TMZ,7TMZ.D,"['1', '2']","['SO4', 'CA', 'MG', 'NAG', 'I7R', 'CL']",set(),0,"{'I7R', 'SO4', 'MG', 'CA', 'NAG', 'CL'}",6,27-497,471,0,0,0.5977157360406091,2.2,0.240580671626,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,3NIG,3NIG.D,"['1', '2']","['CA', 'GOL', 'SO4', 'MG', 'NAG']",set(),0,"{'SO4', 'GOL', 'CA', 'NAG', 'MG'}",5,27-497,471,0,0,0.5977157360406091,2.25,0.212,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,7U9V,7U9V.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'M6K', 'CL']",set(),0,"{'MN', 'SO4', 'M6K', 'CA', 'NAG', 'CL'}",6,27-497,471,0,0,0.5977157360406091,2.25,0.225954331894,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,3NID,3NID.D,"['1', '2']","['CA', 'GOL', 'SO4', 'MG', 'NAG']",set(),0,"{'SO4', 'GOL', 'CA', 'NAG', 'MG'}",5,27-497,471,0,0,0.5977157360406091,2.3,0.21474,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,3ZE2,3ZE2.B,"['1', '2']","['GOL', 'SO4', 'CA', 'MN', 'NAG']",set(),0,"{'MN', 'SO4', 'GOL', 'CA', 'NAG'}",5,27-498,471,0,0,0.5977157360406091,2.35,0.2037,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 2), (472, 472)]","[[(27, 28)], [(498, 498)]]"
P05106,[],788,3ZDX,3ZDX.D,"['1', '2']","['GOL', 'SO4', 'CA', 'CL', 'MN', 'NAG']",set(),0,"{'MN', 'SO4', 'GOL', 'CA', 'NAG', 'CL'}",6,27-498,471,0,0,0.5977157360406091,2.45,0.1971,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 2), (472, 472)]","[[(27, 28)], [(498, 498)]]"
P05106,[],788,3ZDY,3ZDY.D,"['1', '2']","['SO4', 'CA', 'MG', 'NAG']",set(),0,"{'CA', 'NAG', 'SO4', 'MG'}",4,27-498,471,0,0,0.5977157360406091,2.45,0.2156,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 2), (472, 472)]","[[(27, 28)], [(498, 498)]]"
P05106,[],788,7UJE,7UJE.D,"['1', '2']","['SO4', 'CA', 'GOL', 'MN', 'NAG', 'I1F', 'CL']",set(),0,"{'MN', 'SO4', 'GOL', 'CA', 'I1F', 'NAG', 'CL'}",7,27-497,471,0,0,0.5977157360406091,2.5,0.239203283376,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,7TPD,7TPD.D,"['1', '2']","['CA', 'SO4', 'MG', 'NAG', 'IR7']",set(),0,"{'SO4', 'MG', 'CA', 'NAG', 'IR7'}",5,27-497,471,0,0,0.5977157360406091,2.6,0.1938,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,7TD8,7TD8.D,"['1', '2']","['CA', 'NAG', 'SO4', 'MG', 'AGG']",set(),0,"{'SO4', 'MG', 'CA', 'NAG', 'AGG'}",5,27-497,471,0,0,0.5977157360406091,2.6,0.2098,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,4Z7Q,4Z7Q.D,"['1', '2']","['CA', 'SO4', 'GOL', 'MN', 'NAG', 'MAN', 'CL']",set(),0,"{'MAN', 'MN', 'SO4', 'GOL', 'CA', 'NAG', 'CL'}",7,27-497,471,0,0,0.5977157360406091,2.7,0.236,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,7U9F,7U9F.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'I7R', 'CL']",set(),0,"{'MN', 'SO4', 'I7R', 'CA', 'NAG', 'CL'}",6,27-497,471,0,0,0.5977157360406091,2.7,0.237424331538,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,5HDB,5HDB.D,"['1', '2', '3', '4']","['SO4', 'GOL', 'CA', 'MG', 'NAG', '5YB', 'CL']",set(),0,"{'SO4', 'GOL', '5YB', 'CA', 'NAG', 'MG', 'CL'}",7,27-497,471,0,0,0.5977157360406091,2.7,0.2375,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,3ZDZ,3ZDZ.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'CL']",set(),0,"{'MN', 'SO4', 'CA', 'NAG', 'CL'}",5,27-498,471,0,0,0.5977157360406091,2.75,0.2211,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 2), (472, 472)]","[[(27, 28)], [(498, 498)]]"
P05106,[],788,7THO,7THO.D,"['1', '2']","['CA', 'SO4', 'MG', 'NAG']",set(),0,"{'CA', 'NAG', 'SO4', 'MG'}",4,27-497,471,0,0,0.5977157360406091,2.75,0.2224,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,3ZE0,3ZE0.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'CL']",set(),0,"{'MN', 'SO4', 'CA', 'NAG', 'CL'}",5,27-498,471,0,0,0.5977157360406091,2.95,0.2427,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 2), (472, 472)]","[[(27, 28)], [(498, 498)]]"
P05106,[],788,3ZE1,3ZE1.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'CL']",set(),0,"{'MN', 'SO4', 'CA', 'NAG', 'CL'}",5,27-498,471,0,0,0.5977157360406091,3.0,0.233,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 2), (472, 472)]","[[(27, 28)], [(498, 498)]]"
P05106,[],788,7U60,7U60.D,"['1', '2']","['CA', 'GOL', 'SO4', 'MN', 'NAG']",set(),0,"{'MN', 'SO4', 'GOL', 'CA', 'NAG'}",5,27-497,470,0,0,0.5964467005076142,2.55,0.2254,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(1, 2)]","[[(27, 28)]]"
P05106,[],788,4Z7N,4Z7N.D,"['1', '2']","['CA', 'SO4', 'GOL', 'MN', 'NAG', 'CL']",set(),0,"{'MN', 'SO4', 'GOL', 'CA', 'NAG', 'CL'}",6,29-497,469,0,0,0.5951776649746193,2.6,0.2527,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,4Z7O,4Z7O.D,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'CL']",set(),0,"{'MN', 'SO4', 'CA', 'NAG', 'CL'}",5,29-497,469,0,0,0.5951776649746193,2.85,0.2566,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],[],[]
P05106,[],788,3NIF,3NIF.D,"['1', '2']","['CA', 'NIF', 'GOL', 'SO4', 'MG', 'NAG']",set(),0,"{'SO4', 'NIF', 'GOL', 'CA', 'NAG', 'MG'}",6,27-497,468,0,0,0.5939086294416244,2.4,0.21611,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(468, 471)]","[[(494, 497)]]"
P05106,[],788,7UDH,7UDH.B,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'MWO', 'MAN', 'CL']",set(),0,"{'MAN', 'MN', 'SO4', 'CA', 'NAG', 'CL', 'MWO'}",7,27-498,467,0,0,0.5926395939086294,2.0,0.213531650742,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(467, 472)]","[[(493, 498)]]"
P05106,[],788,7UBR,7UBR.B,"['1', '2']","['SO4', 'CA', 'MN', 'NAG', 'MJX', 'CL']",set(),0,"{'MN', 'SO4', 'MJX', 'CA', 'NAG', 'CL'}",6,27-498,467,0,0,0.5926395939086294,2.05,0.222582691592,[],"['147', '149', '149', '152', '153', '184', '241', '243', '245', '246', '246', '277', '277', '361']",[],[],"[(467, 472)]","[[(493, 498)]]"
